Trigger timestamp	Date	Time	Filename	GPS Timestamp date	GPS Timestamp time	FIX	Longitude	E/W	Latitude	N/S	Altitude	Satellites locked	Compass variation	Speed over ground [m/s]	Track course	Compass heading 	
1500395718058721	18/07/2017	16:35:18.058	20170718163518058_01-00081.raw	18/07/2017	16:35:17.799	3D	2.8347687428	W	55.8905882862	N	169.259	12	0.000	0.024	232.969	0.000	
1500395719058730	18/07/2017	16:35:19.058	20170718163519058_01-00082.raw	18/07/2017	16:35:19.000	3D	2.8347688471	W	55.8905883166	N	169.390	12	0.000	0.008	356.578	0.000	
1500395720058740	18/07/2017	16:35:20.058	20170718163520058_01-00083.raw	18/07/2017	16:35:19.799	3D	2.8347685041	W	55.8905881516	N	169.414	12	0.000	0.000	0.000	0.000	
1500395721058749	18/07/2017	16:35:21.058	20170718163521058_01-00084.raw	18/07/2017	16:35:21.000	3D	2.8347683208	W	55.8905877310	N	169.398	12	0.000	0.017	213.603	0.000	
1500395722058756	18/07/2017	16:35:22.058	20170718163522058_01-00085.raw	18/07/2017	16:35:21.799	3D	2.8347691031	W	55.8905871611	N	169.344	12	0.000	0.022	110.000	0.000	
1500395723058767	18/07/2017	16:35:23.058	20170718163523058_01-00086.raw	18/07/2017	16:35:23.000	3D	2.8347693828	W	55.8905864299	N	169.315	12	0.000	0.034	213.603	0.000	
1500395724058776	18/07/2017	16:35:24.058	20170718163524058_01-00087.raw	18/07/2017	16:35:23.799	3D	2.8347688407	W	55.8905858467	N	169.359	12	0.000	0.103	125.843	0.000	
1500395725058786	18/07/2017	16:35:25.058	20170718163525058_01-00088.raw	18/07/2017	16:35:25.000	3D	2.8347651868	W	55.8905868068	N	169.818	12	0.000	0.205	22.990	0.000	
1500395726058794	18/07/2017	16:35:26.058	20170718163526058_01-00089.raw	18/07/2017	16:35:25.799	3D	2.8347650287	W	55.8905871345	N	170.228	12	0.000	0.122	310.234	0.000	
1500395727058803	18/07/2017	16:35:27.058	20170718163527058_01-00090.raw	18/07/2017	16:35:27.000	3D	2.8347662124	W	55.8905872430	N	170.823	12	0.000	0.131	321.510	0.000	
1500395728058813	18/07/2017	16:35:28.058	20170718163528058_01-00091.raw	18/07/2017	16:35:27.799	3D	2.8347665931	W	55.8905880443	N	172.261	12	0.000	0.285	301.200	0.000	
1500395729058822	18/07/2017	16:35:29.058	20170718163529058_01-00092.raw	18/07/2017	16:35:29.000	3D	2.8347689396	W	55.8905871098	N	175.834	12	0.000	0.182	253.171	0.000	
1500395730058834	18/07/2017	16:35:30.058	20170718163530058_01-00093.raw	18/07/2017	16:35:29.799	3D	2.8347697975	W	55.8905859490	N	178.397	12	0.000	0.185	198.329	0.000	
1500395731058843	18/07/2017	16:35:31.058	20170718163531058_01-00094.raw	18/07/2017	16:35:31.000	3D	2.8347694478	W	55.8905839379	N	182.100	12	0.000	0.180	177.412	0.000	
1500395732058851	18/07/2017	16:35:32.058	20170718163532058_01-00095.raw	18/07/2017	16:35:31.799	3D	2.8347692990	W	55.8905833390	N	184.500	12	0.000	0.023	144.184	0.000	
1500395733058862	18/07/2017	16:35:33.058	20170718163533058_01-00096.raw	18/07/2017	16:35:33.000	3D	2.8347686665	W	55.8905844833	N	187.916	12	0.000	0.199	4.112	0.000	
1500395734058906	18/07/2017	16:35:34.058	20170718163534058_01-00097.raw	18/07/2017	16:35:33.799	3D	2.8347688512	W	55.8905861191	N	190.293	12	0.000	0.193	346.459	0.000	
1500395735058879	18/07/2017	16:35:35.058	20170718163535058_01-00098.raw	18/07/2017	16:35:35.000	3D	2.8347684747	W	55.8905875684	N	193.904	12	0.000	0.060	330.303	0.000	
1500395736058887	18/07/2017	16:35:36.058	20170718163536058_01-00099.raw	18/07/2017	16:35:35.799	3D	2.8347677428	W	55.8905871012	N	196.197	12	0.000	0.067	138.791	0.000	
1500395737058898	18/07/2017	16:35:37.058	20170718163537058_01-00100.raw	18/07/2017	16:35:37.000	3D	2.8347673821	W	55.8905884976	N	199.764	12	0.000	0.139	341.888	0.000	
1500395738059152	18/07/2017	16:35:38.059	20170718163538059_01-00101.raw	18/07/2017	16:35:37.799	3D	2.8347678070	W	55.8905899373	N	202.288	12	0.000	0.307	335.521	0.000	
1500395739058917	18/07/2017	16:35:39.058	20170718163539058_01-00102.raw	18/07/2017	16:35:39.000	3D	2.8347668899	W	55.8905890123	N	206.005	12	0.000	0.209	192.976	0.000	
1500395740058924	18/07/2017	16:35:40.058	20170718163540058_01-00103.raw	18/07/2017	16:35:39.799	3D	2.8347648351	W	55.8905867909	N	208.468	12	0.000	0.268	149.912	0.000	
1500395741058936	18/07/2017	16:35:41.058	20170718163541058_01-00104.raw	18/07/2017	16:35:41.000	3D	2.8347664720	W	55.8905842457	N	211.933	12	0.000	0.245	240.177	0.000	
1500395742058945	18/07/2017	16:35:42.058	20170718163542058_01-00105.raw	18/07/2017	16:35:41.799	3D	2.8347667610	W	55.8905845521	N	214.216	12	0.000	0.105	14.777	0.000	
1500395743058953	18/07/2017	16:35:43.058	20170718163543058_01-00106.raw	18/07/2017	16:35:43.000	3D	2.8347645813	W	55.8905850422	N	217.766	12	0.000	0.120	23.095	0.000	
1500395744058963	18/07/2017	16:35:44.058	20170718163544058_01-00107.raw	18/07/2017	16:35:43.799	3D	2.8347637861	W	55.8905849378	N	220.262	12	0.000	0.059	61.791	0.000	
1500395745058975	18/07/2017	16:35:45.058	20170718163545058_01-00108.raw	18/07/2017	16:35:45.000	3D	2.8347598031	W	55.8905852243	N	223.876	12	0.000	0.241	65.783	0.000	
1500395746058986	18/07/2017	16:35:46.058	20170718163546058_01-00109.raw	18/07/2017	16:35:45.799	3D	2.8347573232	W	55.8905854762	N	226.261	12	0.000	0.174	80.100	0.000	
1500395747058990	18/07/2017	16:35:47.058	20170718163547058_01-00110.raw	18/07/2017	16:35:47.000	3D	2.8347542537	W	55.8905843971	N	228.673	12	0.000	0.113	120.801	0.000	
1500395748059000	18/07/2017	16:35:48.059	20170718163548059_01-00111.raw	18/07/2017	16:35:47.799	3D	2.8347544101	W	55.8905838307	N	229.670	12	0.000	0.036	117.655	0.000	
1500395749059009	18/07/2017	16:35:49.059	20170718163549059_01-00112.raw	18/07/2017	16:35:49.000	3D	2.8347530793	W	55.8905857292	N	230.457	12	0.000	0.300	7.236	0.000	
1500395750059018	18/07/2017	16:35:50.059	20170718163550059_01-00113.raw	18/07/2017	16:35:49.799	3D	2.8347565436	W	55.8905871165	N	230.811	12	0.000	0.756	328.374	0.000	
1500395751059028	18/07/2017	16:35:51.059	20170718163551059_01-00114.raw	18/07/2017	16:35:51.000	3D	2.8347654085	W	55.8906119652	N	230.785	12	0.000	3.663	347.741	0.000	
1500395752059038	18/07/2017	16:35:52.059	20170718163552059_01-00115.raw	18/07/2017	16:35:51.799	3D	2.8347799078	W	55.8906462117	N	230.425	12	0.000	5.762	345.148	0.000	
1500395753059062	18/07/2017	16:35:53.059	20170718163553059_01-00116.raw	18/07/2017	16:35:53.000	3D	2.8348164136	W	55.8907217646	N	230.174	12	0.000	8.140	343.493	0.000	
1500395754059057	18/07/2017	16:35:54.059	20170718163554059_01-00117.raw	18/07/2017	16:35:53.799	3D	2.8348479819	W	55.8907834321	N	230.113	12	0.000	9.376	342.689	0.000	
1500395755059065	18/07/2017	16:35:55.059	20170718163555059_01-00118.raw	18/07/2017	16:35:55.000	3D	2.8349063757	W	55.8908884846	N	230.102	12	0.000	10.437	341.629	0.000	
1500395756059086	18/07/2017	16:35:56.059	20170718163556059_01-00119.raw	18/07/2017	16:35:55.799	3D	2.8349480829	W	55.8909587300	N	230.239	12	0.000	10.211	340.515	0.000	
1500395757059084	18/07/2017	16:35:57.059	20170718163557059_01-00120.raw	18/07/2017	16:35:57.000	3D	2.8350092413	W	55.8910608348	N	230.366	12	0.000	9.954	341.330	0.000	
1500395758059093	18/07/2017	16:35:58.059	20170718163558059_01-00121.raw	18/07/2017	16:35:57.799	3D	2.8350475430	W	55.8911273354	N	230.351	12	0.000	9.744	341.942	0.000	
1500395759059102	18/07/2017	16:35:59.059	20170718163559059_01-00122.raw	18/07/2017	16:35:59.000	3D	2.8351041471	W	55.8912264816	N	230.519	12	0.000	9.707	341.941	0.000	
1500395760059113	18/07/2017	16:36:00.059	20170718163600059_01-00123.raw	18/07/2017	16:35:59.799	3D	2.8351415561	W	55.8912932173	N	230.753	12	0.000	9.752	342.201	0.000	
